0.2,0.7,0.3,1.0,0.6,0.0,0.02147335582042125
0.4,1.0,0.3,1.0,0.1,0.0,0.021334374987191325
0.3,1.0,0.3,1.0,0.7,0.0,0.021290000293622716
0.3,1.0,0.3,1.0,0.3,0.0,0.021290000293622716
0.3,0.8,0.3,0.9,0.7,0.0,0.021290000293622716
0.2,0.4,0.3,1.0,0.3,0.0,0.021279747334638378
0.2,0.3,0.3,1.0,0.2,0.0,0.021279747334638378
0.2,0.2,0.3,0.9,0.0,0.0,0.01922863742445326
0.0,1.0,0.3,1.0,0.3,0.0,0.01922863742445371
0.3,0.2,0.3,0.9,0.1,0.0,0.017371952060216186
0.3,0.7,0.3,0.9,0.7,0.0,0.0171885965334172
0.3,0.1,0.3,0.6,0.2,0.0,0.0171885965334172
0.3,1.0,0.3,0.9,0.7,0.0,0.01717834357443286
0.3,0.8,0.3,1.0,0.5,0.0,0.01717834357443286
0.3,0.8,0.3,1.0,0.0,0.0,0.01717834357443286
0.3,0.8,0.3,0.9,0.3,0.0,0.01717834357443286
0.4,0.1,0.3,0.6,0.0,0.0,0.013076939814227346
0.0,0.8,0.3,1.0,0.0,0.0,0.013076939814227346
0.4,0.1,0.3,1.0,0.4,0.0,0.007927489808073482
0.4,0.5,0.3,0.9,0.3,0.012929869064913462,0.021279747334638378
0.2,0.8,0.3,1.0,0.3,0.012929869064913462,0.021279747334638378
0.0,0.4,0.3,1.0,0.2,0.012929869064913462,0.017178343574433312
0.2,0.7,0.3,0.9,0.1,0.012929869064913462,0.013076939814227346
0.2,0.4,0.3,0.9,0.4,0.012929869064913462,0.013076939814227346
0.1,0.4,0.3,0.9,0.4,0.012929869064913462,0.013076939814227346
0.0,0.2,0.3,0.9,0.4,0.028866913744426674,0.013121314507795957
0.1,0.3,0.3,0.9,0.5,0.04940670410568134,0.0171885965334172
0.2,0.3,0.3,0.7,0.3,0.04940670410568134,0.01717834357443286
0.2,0.0,0.3,0.9,0.3,0.04940670410568134,0.016608742653554397
0.3,0.5,0.3,1.0,0.3,0.04940670410568134,0.013076939814227346
0.2,0.9,0.3,0.9,0.1,0.06233657317059481,0.021290000293623164
0.1,0.4,0.3,1.0,0.1,0.06233657317059481,0.021279747334638378
0.1,0.8,0.3,0.9,0.2,0.06233657317059481,0.015127233664247744
0.1,0.5,0.3,0.9,0.1,0.06233657317059481,0.015127233664247744
0.1,0.3,0.3,1.0,0.2,0.07827361785010667,0.021279747334638378
0.0,0.3,0.3,1.0,0.0,0.07827361785010667,0.01922863742445371
0.3,0.2,0.3,1.0,0.4,0.07827361785010667,0.013395999505012692
0.0,0.5,0.3,1.0,0.1,0.07827361785010667,0.013076939814227346
0.2,0.8,0.3,0.9,0.6,0.10712836232477475,0.017371952060216186
0.2,0.8,0.3,0.7,0.4,0.10712836232477475,0.017371952060216186
0.7,0.0,0.3,1.0,0.1,0.1146614186486728,0.02157108831598432
1.0,0.0,0.3,1.0,0.0,0.1146614186486728,0.019445990952984795
0.7,0.3,0.3,1.0,0.0,0.1146614186486728,0.019238890383437596
0.8,0.5,0.3,1.0,0.0,0.1146614186486728,0.01922863742445371
0.7,0.0,0.3,1.0,0.2,0.1146614186486728,0.017469684555778804
0.4,0.1,0.3,0.9,0.1,0.1146614186486728,0.01717834357443286
0.7,0.3,0.3,0.9,0.3,0.1146614186486728,0.014639057707767326
0.7,0.0,0.3,1.0,0.3,0.1146614186486728,0.0008609419022244074
0.3,0.1,0.3,0.7,0.2,0.11466141864867414,0.022102245634918014
0.2,0.6,0.3,0.8,0.5,0.11466141864867414,0.02147335582042125
0.1,0.5,0.3,0.8,0.0,0.11466141864867414,0.02132412202820699
0.1,0.5,0.3,0.6,0.0,0.11466141864867414,0.02132412202820699
0.7,0.4,0.3,1.0,0.1,0.11466141864867414,0.021290000293623164
0.0,1.0,0.3,0.9,0.2,0.11466141864867414,0.021290000293622716
0.0,0.7,0.3,0.9,0.2,0.11466141864867414,0.021279747334638378
0.0,0.7,0.3,0.7,0.2,0.11466141864867414,0.021279747334638378
0.6,0.3,0.3,0.9,0.1,0.11466141864867414,0.021279747334638378
0.2,0.6,0.3,0.8,0.3,0.11466141864867414,0.021279747334638378
0.7,0.1,0.3,0.9,0.1,0.11466141864867414,0.02007984869526803
0.1,0.9,0.3,0.9,0.1,0.11466141864867414,0.019238890383437596
0.1,0.9,0.3,0.7,0.1,0.11466141864867414,0.019238890383437596
0.2,0.7,0.3,0.7,0.5,0.11466141864867414,0.017371952060216186
0.3,0.7,0.3,0.9,0.5,0.11466141864867414,0.017178343574433312
0.3,0.7,0.3,0.9,0.1,0.11466141864867414,0.017178343574433312
0.3,0.8,0.3,0.7,0.5,0.11466141864867414,0.01717834357443286
0.3,0.8,0.3,0.7,0.1,0.11466141864867414,0.01717834357443286
0.1,0.0,0.3,1.0,0.3,0.11466141864867414,0.016608742653554397
0.1,0.0,0.3,0.8,0.3,0.11466141864867414,0.016608742653554397
