position,adverbial indicator,NP-VP-NP,,score
0.5,0.9,0.5,0.4,0.6688966679652314
0.7,0.1,0.3,0.2,0.6439607373100468
0.2,0.8,0.3,0.3,0.5860560763011832
0.5,0.4,0.2,0.8,0.6439607373100469
0.4,0.9,0.9,0.2,0.5940743268581663
0.2,0.5,0.7,0.2,0.6214304783731612
0.2,0.7,0.0,0.5,0.6214304783731612
0.6,0.7,0.2,0.1,0.6098497114898189
0.1,0.6,0.4,0.8,0.7252403940460869
0.4,0.5,0.8,0.0,0.5920844782736471
0.3,0.1,0.3,0.3,0.6550583861255148
0.7,0.5,0.7,0.0,0.6234695472956882
0.9,0.4,0.7,0.1,0.6186507646516591
0.8,0.0,0.9,0.7,0.6439607373100467
0.2,0.7,0.0,0.6,0.620069213223867
0.3,0.2,0.9,0.5,0.7360422723432981
0.4,0.2,0.3,0.2,0.6451534573533259
0.7,0.5,0.7,0.2,0.6208831589921416
0.6,0.3,0.2,0.2,0.6261763387446929
0.2,0.5,0.2,0.3,0.6105574086289025
0.8,0.0,0.9,0.9,0.6439607373100467
0.2,0.8,0.3,0.5,0.6237928325261146
0.3,0.9,0.3,0.1,0.5940743268581663
0.0,0.2,0.2,0.5,0.6316000218639275
0.1,0.9,0.4,0.8,0.5828584292420048
0.6,0.7,0.2,0.5,0.6185400913285736
0.5,0.4,0.3,0.2,0.6228328739943274
0.3,0.6,0.9,0.9,0.6451534573533259
0.2,0.9,0.8,0.1,0.6182795533540282
0.4,0.9,0.9,0.6,0.6914142938346637
0.2,0.7,0.0,0.7,0.6453621298336303
0.3,0.1,0.3,0.5,0.6451534573533259
0.7,0.1,0.4,0.0,0.6316720098110364
0.6,0.7,0.2,0.7,0.6377645233190659
0.0,0.7,0.9,0.0,0.6064733457571352
0.2,0.9,0.1,0.5,0.6036443620358404
0.9,0.4,0.7,0.9,0.6439607373100468
0.3,0.9,0.3,0.3,0.6214304783731611
0.0,0.3,0.1,0.1,0.6123926153299363
0.7,0.5,0.7,0.8,0.6439607373100468
0.8,0.7,0.5,0.4,0.6228328739943274
0.5,0.9,0.6,0.4,0.6064733457571351
0.1,0.7,0.3,0.8,0.6267899410451446
0.5,0.2,0.1,0.0,0.6228328739943274
0.3,0.1,0.3,0.7,0.6447956743760519
0.6,0.3,0.2,0.8,0.6439607373100469
0.2,0.7,0.0,0.9,0.6371060826550781
0.5,0.6,0.9,0.0,0.6064733457571351
0.3,0.2,0.9,0.9,0.6553205330100567
0.9,0.4,0.8,0.5,0.6439607373100468
0.5,0.9,0.6,0.6,0.6266755552271208
0.1,0.4,0.8,0.5,0.6440714106331323
0.7,0.5,0.8,0.2,0.6208831589921416
0.6,0.7,0.3,0.3,0.6266755552271208
0.4,0.2,0.3,0.8,0.6451534573533259
0.2,0.4,0.7,0.3,0.6150341327848914
0.3,0.1,0.3,0.9,0.6453621298336302
0.0,0.6,0.4,0.1,0.6064733457571351
0.8,0.7,0.6,0.2,0.6086277663043211
0.3,0.3,0.9,0.8,0.6416654489720646
0.2,0.7,0.1,0.1,0.6214304783731612
0.5,0.6,0.9,0.4,0.6229435473174132
0.2,0.1,0.7,0.7,0.5802368965278843
0.9,0.4,0.9,0.1,0.6186507646516591
0.5,0.9,0.7,0.0,0.6064733457571351
0.6,0.3,0.3,0.7,0.6439607373100469
0.6,0.7,0.3,0.7,0.6377645233190659
0.7,0.5,0.8,0.8,0.6439607373100468
0.5,0.6,0.9,0.6,0.6440714106331326
0.3,0.9,0.3,0.9,0.6432787765791522
0.8,0.7,0.6,0.6,0.6315613364879504
0.1,0.3,0.4,0.1,0.6064733457571349
0.5,0.9,0.7,0.2,0.609849711489819
0.2,0.1,0.7,0.8,0.6447956743760517
0.8,0.1,0.1,0.7,0.6439607373100467
0.3,0.3,0.0,0.5,0.6451534573533259
0.3,0.7,0.0,0.7,0.6453621298336301
0.8,0.7,0.6,0.8,0.6439607373100467
0.0,0.4,0.5,0.0,0.6688966679652313
0.5,0.2,0.1,0.8,0.6439607373100468
0.2,0.7,0.1,0.3,0.5860560763011832
0.3,0.9,0.4,0.1,0.6075621534891867
0.5,0.4,0.4,0.6,0.6439607373100469
0.4,0.2,0.4,0.9,0.6503067502098281
0.8,0.1,0.2,0.1,0.6439607373100467
0.5,0.7,0.0,0.0,0.6063626724340493
0.8,0.7,0.7,0.2,0.6255293778171848
0.1,0.6,0.9,0.6,0.7539676379716959
0.7,0.5,0.9,0.4,0.6316720098110363
0.3,0.1,0.4,0.3,0.7360422723432981
0.3,0.7,0.0,0.9,0.6658008465895225
0.7,0.1,0.5,0.8,0.6439607373100468
0.5,0.0,0.1,0.2,0.6377645233190659
0.8,0.7,0.7,0.4,0.6229435473174132
0.6,0.7,0.4,0.5,0.6185400913285736
0.9,0.5,0.0,0.3,0.6167434750290379
0.6,0.3,0.4,0.5,0.6439607373100469
0.5,0.9,0.7,0.8,0.5962398270982366
0.5,0.2,0.2,0.2,0.6453621298336301
0.0,0.6,0.0,0.7,0.6439607373100469
0.0,0.1,0.7,0.1,0.6440714106331323
0.2,0.3,0.2,0.4,0.6377542048855828
0.7,0.1,0.6,0.2,0.6440714106331326
0.8,0.1,0.2,0.7,0.6439607373100467
0.8,0.7,0.7,0.8,0.6453621298336301
0.1,0.1,0.3,0.1,0.6440714106331326
0.3,0.9,0.4,0.5,0.5606623360919342
0.6,0.7,0.4,0.9,0.6453621298336301
0.3,0.4,0.9,0.8,0.6503067502098281
0.9,0.5,0.0,0.9,0.6439607373100468
0.8,0.1,0.2,0.9,0.6439607373100467
0.7,0.1,0.6,0.4,0.6439607373100468
0.5,0.4,0.5,0.2,0.6229435473174132
0.5,0.9,0.8,0.2,0.6064733457571351
0.1,0.9,0.8,0.6,0.5906067050847685
0.7,0.6,0.0,0.2,0.6266755552271208
0.3,0.7,0.1,0.3,0.5885962533484481
0.4,0.6,0.0,0.1,0.5860560763011831
0.2,0.7,0.1,0.7,0.6503067502098281
0.6,0.3,0.5,0.1,0.6186507646516594
0.0,0.7,0.5,0.2,0.6064733457571352
0.3,0.4,0.0,0.6,0.6377645233190659
0.9,0.5,0.1,0.3,0.6167434750290379
0.8,0.7,0.8,0.4,0.6229435473174132
0.5,0.9,0.8,0.4,0.6064733457571351
0.1,0.2,0.2,0.7,0.6439607373100467
0.7,0.1,0.6,0.8,0.6439607373100468
0.2,0.8,0.5,0.2,0.6214304783731611
0.8,0.7,0.8,0.6,0.6347338822332929
0.3,0.7,0.1,0.5,0.601355845975346
0.6,0.7,0.5,0.5,0.6185400913285736
0.2,0.4,0.8,0.3,0.6192942204095435
0.7,0.6,0.0,0.8,0.6439607373100468
0.4,0.4,0.2,0.5,0.6453621298336301
0.9,0.5,0.1,0.9,0.6439607373100468
0.2,0.5,0.3,0.5,0.6174956577011977
0.5,0.4,0.5,0.8,0.6439607373100469
0.8,0.1,0.3,0.9,0.6439607373100467
0.3,0.7,0.1,0.7,0.6451534573533259
0.0,0.0,0.1,0.1,0.6451534573533259
0.2,0.8,0.5,0.4,0.5940743268581664
0.7,0.1,0.7,0.4,0.6440714106331326
0.5,0.9,0.9,0.0,0.6064733457571351
0.4,0.4,0.2,0.9,0.6453621298336301
0.7,0.6,0.1,0.2,0.6266755552271208
0.9,0.5,0.2,0.5,0.6439607373100468
0.3,0.5,0.0,0.4,0.628697141671668
0.3,0.1,0.5,0.1,0.6416654489720647
0.2,0.4,0.8,0.7,0.5905978509117311
0.8,0.7,0.9,0.6,0.6316720098110363
0.4,0.2,0.6,0.3,0.6451534573533259
0.2,0.9,0.9,0.7,0.6182795533540282
0.0,0.6,0.8,0.3,0.609849711489819
0.6,0.7,0.6,0.3,0.6255293778171848
0.2,0.8,0.5,0.6,0.6098497114898191
0.5,0.9,0.9,0.4,0.6064733457571351
0.0,0.4,0.1,0.8,0.6451534573533259
0.8,0.1,0.4,0.7,0.6439607373100467
0.1,0.2,0.2,0.9,0.6439607373100467
0.6,0.3,0.6,0.5,0.6439607373100469
0.7,0.1,0.8,0.0,0.6316720098110364
0.2,0.5,0.3,0.8,0.637764523319066
0.2,0.2,0.8,0.9,0.6503067502098281
0.3,0.1,0.5,0.3,0.6451534573533259
0.4,0.4,0.3,0.3,0.6037613093236562
0.3,0.9,0.5,0.5,0.597516002428146
0.5,0.9,0.9,0.6,0.6255293778171848
0.8,0.8,0.0,0.5,0.6185400913285735
0.9,0.5,0.3,0.3,0.6167434750290379
0.7,0.1,0.8,0.2,0.6440714106331326
0.0,0.9,0.1,0.7,0.6063626724340493
0.6,0.7,0.6,0.7,0.6377645233190659
0.0,0.8,0.5,0.3,0.6064733457571351
0.8,0.8,0.0,0.9,0.6439607373100467
0.2,0.0,0.3,0.3,0.5852043971094888
0.0,0.9,0.8,0.3,0.6064733457571351
0.6,0.3,0.7,0.0,0.628453685739549
0.5,0.0,0.3,0.0,0.6416654489720646
0.5,0.2,0.4,0.0,0.6284095311442309
0.3,0.0,0.0,0.1,0.6658008465895227
0.2,0.4,0.9,0.1,0.6182795533540282
0.7,0.6,0.2,0.4,0.6175850155441394
0.2,0.3,0.3,0.2,0.6365849289615046
0.8,0.8,0.1,0.3,0.6266755552271206
0.4,0.2,0.7,0.2,0.6503067502098281
0.5,0.7,0.2,0.4,0.6266755552271207
0.0,0.7,0.5,0.4,0.6064733457571352
0.3,0.4,0.1,0.6,0.6377645233190659
0.7,0.1,0.8,0.8,0.6439607373100468
0.3,0.5,0.1,0.0,0.6214304783731611
0.8,0.1,0.5,0.7,0.6439607373100467
0.1,0.0,0.5,0.5,0.6439607373100468
0.3,0.9,0.5,0.9,0.7270248556360163
0.3,0.3,0.2,0.2,0.6494524606189285
0.2,0.8,0.6,0.1,0.5885962533484481
0.2,0.2,0.3,0.7,0.6396421345385278
0.3,0.1,0.5,0.7,0.637764523319066
0.0,0.3,0.9,0.3,0.6289422369677918
0.5,0.0,0.3,0.4,0.6570852308490643
0.6,0.7,0.7,0.5,0.620994724721565
0.6,0.3,0.7,0.6,0.6439607373100469
0.7,0.6,0.3,0.0,0.6156183496997362
0.8,0.8,0.1,0.9,0.6527525301057392
0.2,0.8,0.6,0.3,0.636978936633143
0.7,0.1,0.9,0.2,0.6440714106331326
0.0,0.0,0.4,0.7,0.6397099850646715
0.8,0.8,0.2,0.3,0.6266755552271206
0.1,0.9,0.6,0.3,0.6842962001187036
0.5,0.0,0.3,0.6,0.7360422723432982
0.6,0.3,0.7,0.8,0.6439607373100469
0.8,0.1,0.6,0.3,0.6440714106331324
0.1,0.9,0.9,0.4,0.6144852616543802
0.2,0.5,0.4,0.3,0.6105574086289025
0.9,0.5,0.5,0.1,0.6208831589921416
0.6,0.7,0.7,0.9,0.6439607373100469
0.6,0.0,0.1,0.4,0.6377645233190659
0.3,0.9,0.6,0.3,0.5977939254962072
0.3,0.5,0.1,0.4,0.6494524606189285
0.2,0.8,0.6,0.7,0.6335070631401467
0.4,0.2,0.7,0.8,0.6451534573533259
0.6,0.7,0.8,0.1,0.6064733457571352
0.1,0.3,0.4,0.9,0.6439607373100467
0.9,0.5,0.5,0.5,0.6439607373100468
0.7,0.6,0.3,0.8,0.6439607373100468
0.8,0.1,0.6,0.9,0.6439607373100467
0.3,0.1,0.6,0.1,0.7476541176560106
0.3,0.9,0.6,0.5,0.5860560763011832
0.6,0.3,0.8,0.4,0.6440714106331327
0.0,0.9,0.8,0.5,0.6064733457571351
0.3,0.7,0.3,0.1,0.6688966679652313
0.0,0.7,0.9,0.6,0.6064733457571352
0.2,0.9,0.3,0.9,0.6349809299435505
0.8,0.8,0.3,0.6,0.616743475029038
0.1,0.5,0.8,0.4,0.6849491987632487
0.6,0.7,0.8,0.5,0.6186507646516594
0.3,0.3,0.2,0.8,0.6570852308490644
0.2,0.2,0.4,0.3,0.6311967693038956
0.7,0.6,0.4,0.2,0.6266755552271208
0.1,0.1,0.3,0.7,0.6453621298336301
0.6,0.3,0.8,0.8,0.6439607373100469
0.2,0.3,0.3,0.8,0.654078177675808
0.2,0.0,0.8,0.5,0.641981396298357
0.8,0.1,0.7,0.7,0.6439607373100467
0.8,0.8,0.4,0.5,0.6185400913285735
0.3,0.9,0.6,0.9,0.6388652704206157
0.4,0.2,0.8,0.9,0.6451534573533259
0.5,0.0,0.4,0.6,0.6316820796784821
0.6,0.7,0.9,0.1,0.6098497114898189
0.3,0.7,0.3,0.5,0.5827620033990585
0.3,0.1,0.6,0.5,0.6503067502098281
0.3,0.5,0.2,0.0,0.609849711489819
0.8,0.1,0.8,0.1,0.6440714106331324
0.2,0.8,0.7,0.3,0.5920844782736471
0.7,0.2,0.1,0.0,0.6185400913285736
0.7,0.6,0.5,0.0,0.6156183496997362
0.6,0.7,0.9,0.3,0.6267862285502066
0.3,0.9,0.7,0.1,0.609849711489819
0.8,0.8,0.5,0.3,0.6266755552271206
0.6,0.3,0.9,0.4,0.6440714106331327
0.2,0.5,0.0,0.0,0.5977939254962074
0.1,0.8,0.0,0.3,0.7042344674074639
0.3,0.5,0.2,0.2,0.6474271713295177
0.3,0.1,0.6,0.7,0.637764523319066
0.9,0.5,0.7,0.5,0.6439607373100468
0.3,0.4,0.2,0.8,0.6316820796784821
0.6,0.3,0.9,0.6,0.6440714106331327
0.2,0.3,0.8,0.4,0.5956264730140546
0.7,0.6,0.5,0.4,0.6175850155441394
0.8,0.1,0.8,0.7,0.6439607373100467
0.0,0.7,0.2,0.2,0.6063626724340493
0.8,0.8,0.5,0.9,0.6453621298336301
0.3,0.7,0.3,0.9,0.6453621298336301
0.9,0.5,0.7,0.9,0.6439607373100468
0.5,0.0,0.5,0.3,0.6377645233190659
0.8,0.1,0.8,0.9,0.6439607373100467
0.6,0.7,0.9,0.9,0.6439607373100469
0.0,0.4,0.2,0.1,0.6232139412932117
0.7,0.2,0.1,0.8,0.6439607373100468
0.1,0.0,0.5,0.9,0.6439607373100468
0.3,0.7,0.4,0.1,0.6237928325261146
0.2,0.5,0.5,0.2,0.6668865362980663
0.6,0.8,0.0,0.7,0.6261763387446929
0.0,0.7,0.9,0.8,0.6440714106331326
0.2,0.9,0.4,0.7,0.6036443620358404
0.3,0.9,0.7,0.7,0.6255293778171848
0.6,0.0,0.4,0.9,0.7360422723432982
0.8,0.8,0.7,0.2,0.623469547295688
0.4,0.4,0.6,0.9,0.6316820796784821
0.0,0.0,0.3,0.9,0.6570852308490643
0.0,0.2,0.9,0.5,0.6171908938196611
0.6,0.4,0.1,0.1,0.6283430124164632
0.8,0.1,0.9,0.9,0.6439607373100467
0.9,0.5,0.9,0.1,0.6208831589921416
0.3,0.5,0.2,0.8,0.6451534573533259
0.8,0.8,0.7,0.6,0.6193450483666333
0.9,0.5,0.9,0.3,0.6168541483521238
0.8,0.2,0.0,0.3,0.6439607373100467
0.7,0.6,0.6,0.8,0.6439607373100468
0.6,0.4,0.1,0.3,0.6261763387446929
0.6,0.8,0.1,0.4,0.6086277663043212
0.1,0.6,0.6,0.9,0.7252403940460869
0.3,0.7,0.4,0.5,0.601355845975346
0.4,0.3,0.0,0.1,0.6372827070031759
0.2,0.1,0.2,0.8,0.7497104784440526
0.3,0.9,0.8,0.1,0.6214304783731611
0.6,0.8,0.1,0.6,0.6185400913285736
0.7,0.2,0.3,0.0,0.6186507646516594
0.0,0.7,0.5,0.8,0.6453621298336301
0.8,0.8,0.8,0.5,0.6186507646516592
0.2,0.2,0.5,0.5,0.6256649220525697
0.4,0.6,0.5,0.7,0.7360422723432982
0.0,0.3,0.9,0.5,0.6451534573533259
0.3,0.1,0.7,0.5,0.6453621298336302
0.3,0.9,0.8,0.3,0.5940743268581663
0.3,0.3,0.4,0.5,0.6451534573533259
0.1,0.0,0.6,0.1,0.6440714106331326
0.5,0.0,0.6,0.6,0.6416654489720646
0.9,0.6,0.0,0.5,0.6315613364879504
0.0,0.9,0.2,0.3,0.6063626724340493
0.3,0.7,0.4,0.9,0.6316820796784821
0.6,0.0,0.6,0.5,0.6453621298336301
0.3,0.1,0.7,0.7,0.590597850911731
0.8,0.2,0.1,0.8,0.6439607373100467
0.2,0.5,0.5,0.8,0.637764523319066
0.7,0.6,0.8,0.0,0.6156183496997362
0.9,0.6,0.1,0.3,0.6185400913285735
0.0,0.3,0.7,0.7,0.6451534573533259
0.3,0.7,0.5,0.1,0.609849711489819
0.6,0.8,0.3,0.1,0.5885962533484479
0.9,0.6,0.1,0.5,0.6315613364879504
0.8,0.2,0.2,0.5,0.6439607373100467
0.8,0.9,0.0,0.1,0.6063626724340493
0.6,0.8,0.3,0.3,0.6155076763766503
0.1,0.2,0.3,0.9,0.6439607373100467
0.2,0.2,0.1,0.0,0.5929453095624576
0.0,0.4,0.9,0.2,0.6214304783731611
0.3,0.7,0.5,0.3,0.5977939254962074
0.6,0.0,0.7,0.3,0.6377645233190659
0.2,0.0,0.5,0.5,0.6898006410657057
0.1,0.9,0.1,0.8,0.597897916166711
0.3,0.0,0.2,0.8,0.6248497578306279
0.8,0.2,0.3,0.3,0.6439607373100467
0.6,0.8,0.3,0.7,0.6031077466276067
0.3,0.9,0.9,0.1,0.609849711489819
0.8,0.9,0.0,0.7,0.616743475029038
0.3,0.7,0.5,0.5,0.6150341327848915
0.7,0.6,0.9,0.0,0.6156183496997362
0.9,0.6,0.2,0.5,0.6315613364879504
0.7,0.2,0.4,0.8,0.6439607373100468
0.6,0.8,0.3,0.9,0.6439607373100469
0.8,0.9,0.1,0.1,0.6063626724340493
0.3,0.1,0.8,0.3,0.6791277058694237
0.3,0.7,0.5,0.7,0.6570852308490643
0.5,0.2,0.8,0.8,0.6453621298336301
0.8,0.2,0.3,0.9,0.6439607373100467
0.8,0.9,0.1,0.3,0.6255293778171848
0.0,0.5,0.2,0.6,0.6510063274108893
0.8,0.2,0.4,0.3,0.6439607373100467
0.3,0.9,0.9,0.5,0.5860560763011832
0.1,0.3,0.5,0.9,0.6439607373100467
0.3,0.7,0.5,0.9,0.6397099850646714
0.1,0.2,0.4,0.1,0.6064733457571349
0.3,0.1,0.8,0.5,0.6249730591969701
0.8,0.9,0.1,0.9,0.6408166438436917
0.9,0.6,0.4,0.1,0.6255239679841794
0.3,0.9,0.9,0.7,0.6914142938346636
0.0,0.8,0.6,0.3,0.6064733457571351
0.1,0.7,0.4,0.2,0.6916812429337643
0.9,0.6,0.4,0.3,0.6185400913285735
0.3,0.5,0.4,0.4,0.6209947247215651
0.1,0.1,0.4,0.5,0.6439607373100467
0.6,0.0,0.9,0.2,0.6453621298336301
0.2,0.8,0.9,0.8,0.5905978509117311
0.3,0.9,0.9,0.9,0.6451534573533259
0.6,0.8,0.5,0.6,0.620994724721565
0.9,0.6,0.4,0.7,0.6439607373100468
0.5,0.2,0.9,0.6,0.6453621298336301
0.1,0.0,0.6,0.5,0.6440714106331326
0.8,0.2,0.5,0.8,0.6439607373100467
0.7,0.2,0.6,0.4,0.6439607373100468
0.3,0.1,0.8,0.9,0.62566492205257
0.2,0.5,0.1,0.8,0.5905978509117311
0.6,0.0,0.9,0.6,0.6316820796784821
0.8,0.9,0.3,0.1,0.6063626724340493
0.3,0.7,0.6,0.5,0.5827620033990585
0.2,0.5,0.6,0.8,0.637764523319066
0.1,0.8,0.4,0.2,0.6885843885955563
0.8,0.2,0.6,0.5,0.6439607373100467
0.3,0.4,0.5,0.4,0.6316820796784821
0.0,0.9,0.2,0.7,0.6063626724340493
0.7,0.2,0.7,0.0,0.6186507646516594
0.7,0.7,0.1,0.6,0.6315613364879505
0.3,0.7,0.6,0.7,0.6453621298336301
0.2,0.9,0.0,0.2,0.6075621534891866
0.8,0.9,0.3,0.7,0.6193450483666333
0.9,0.6,0.6,0.2,0.6208831589921416
0.7,0.2,0.7,0.2,0.6440714106331326
0.0,0.1,0.8,0.6,0.7130880593475037
0.1,0.6,0.3,0.8,0.7130880593475037
0.3,0.7,0.6,0.9,0.7360422723432982
0.4,0.6,0.9,0.5,0.5962398270982366
0.3,0.0,0.4,0.3,0.6248497578306279
0.7,0.7,0.2,0.2,0.6233588739726024
0.8,0.9,0.4,0.3,0.6086277663043211
0.2,0.3,0.1,0.9,0.6231309186737913
0.9,0.6,0.7,0.1,0.6256346413072652
0.4,0.6,0.9,0.7,0.6416654489720646
0.4,0.3,0.3,0.1,0.6415100292302488
0.4,0.5,0.0,0.8,0.6453621298336301
0.6,0.1,0.0,0.8,0.6377645233190659
0.4,0.0,0.1,0.4,0.6316820796784821
0.8,0.2,0.8,0.3,0.6440714106331324
0.0,0.1,0.3,0.7,0.6439607373100467
0.9,0.6,0.7,0.7,0.6439607373100468
0.8,0.9,0.4,0.9,0.6408166438436917
0.2,0.9,0.0,0.6,0.6688966679652313
0.0,0.9,0.9,0.8,0.6064733457571351
0.3,0.7,0.7,0.3,0.609849711489819
0.2,0.2,0.2,0.5,0.7328707003129741
0.4,0.0,0.1,0.6,0.6503067502098281
0.6,0.8,0.8,0.7,0.6254325224949384
0.0,0.1,0.2,0.9,0.6439607373100468
0.2,0.9,0.0,0.8,0.6046052497289367
0.4,0.0,0.1,0.8,0.6553205330100567
0.1,0.1,0.4,0.9,0.6439607373100467
0.7,0.7,0.3,0.4,0.620772485669056
0.1,0.3,0.6,0.5,0.6440714106331324
0.4,0.5,0.1,0.4,0.6193450483666333
0.5,0.1,0.0,0.4,0.6377645233190659
0.4,0.3,0.3,0.7,0.6451534573533259
0.8,0.9,0.5,0.9,0.6408166438436917
0.3,0.7,0.7,0.7,0.6503067502098281
0.2,0.5,0.7,0.6,0.6570852308490643
0.0,0.3,0.4,0.5,0.6248497578306279
0.8,0.9,0.6,0.1,0.6064733457571351
0.1,0.6,0.0,0.3,0.6849491987632487
0.2,0.5,0.2,0.7,0.6379108566882191
0.3,0.2,0.0,0.1,0.6207602882191261
0.1,0.2,0.4,0.7,0.6439607373100467
0.7,0.7,0.4,0.0,0.6064733457571351
0.6,0.1,0.2,0.0,0.6060966518413565
0.4,0.0,0.2,0.5,0.6451534573533259
0.2,0.9,0.1,0.1,0.5906067050847684
0.7,0.7,0.4,0.2,0.6233588739726024
0.3,0.0,0.5,0.1,0.6379108566882192
0.8,0.3,0.0,0.4,0.6439607373100467
0.2,0.3,0.2,0.5,0.6503067502098281
0.6,0.1,0.2,0.2,0.6316820796784821
0.1,0.0,0.0,0.1,0.6439607373100467
0.0,0.1,0.4,0.7,0.6439607373100467
0.4,0.3,0.4,0.3,0.6451534573533259
0.8,0.3,0.0,0.8,0.6439607373100467
0.8,0.9,0.7,0.1,0.6064733457571351
0.6,0.9,0.0,0.2,0.5860560763011831
0.8,0.9,0.7,0.3,0.623469547295688
0.1,0.1,0.5,0.1,0.6453621298336301
0.3,0.2,0.0,0.5,0.6453621298336302
0.9,0.7,0.1,0.1,0.6266755552271206
0.8,0.9,0.7,0.7,0.616743475029038
0.8,0.3,0.1,0.4,0.6439607373100467
0.3,0.0,0.5,0.5,0.6248497578306279
0.4,0.0,0.3,0.3,0.6451534573533259
0.8,0.9,0.7,0.9,0.6399314229371987
0.3,0.2,0.0,0.7,0.590597850911731
0.9,0.7,0.1,0.5,0.6167434750290379
0.4,0.7,0.1,0.5,0.6046052497289366
0.4,0.5,0.2,0.6,0.6316820796784821
0.9,0.7,0.1,0.7,0.6439607373100468
0.4,0.0,0.3,0.5,0.6377645233190659
0.8,0.9,0.8,0.3,0.623469547295688
0.1,0.8,0.7,0.9,0.6669884682615186
0.9,0.7,0.2,0.1,0.6266755552271206
0.5,0.3,0.3,0.2,0.6193450483666333
0.2,0.9,0.1,0.8,0.6046052497289367
0.2,0.0,0.7,0.9,0.7183477679049703
0.6,0.1,0.3,0.8,0.6377645233190659
0.2,0.9,0.1,0.9,0.6698203579908963
0.3,0.2,0.1,0.1,0.6037613093236562
0.3,0.4,0.7,0.6,0.6377645233190659
0.4,0.0,0.3,0.9,0.6397099850646714
0.8,0.3,0.2,0.8,0.6439607373100467
0.9,0.7,0.2,0.9,0.6439607373100468
0.2,0.9,0.2,0.1,0.6355311214386662
0.5,0.1,0.2,0.6,0.6316820796784821
0.0,0.6,0.9,0.8,0.6377645233190659
0.8,0.3,0.3,0.4,0.6439607373100467
0.1,0.3,0.7,0.1,0.6064733457571349
0.4,0.7,0.2,0.5,0.6046052497289366
0.4,0.0,0.4,0.7,0.6378690842160779
0.9,0.0,0.0,0.2,0.6453621298336301
0.9,0.7,0.3,0.9,0.6439607373100468
0.9,0.0,0.0,0.5,0.6439607373100467
0.2,0.9,0.2,0.3,0.5906067050847684
0.8,0.3,0.3,0.8,0.6439607373100467
0.2,0.5,0.3,0.9,0.719089908659019
0.1,0.1,0.5,0.5,0.6439607373100467
0.9,0.0,0.1,0.1,0.6453621298336301
0.3,0.2,0.1,0.7,0.7661790920603694
0.4,0.3,0.6,0.1,0.6372827070031759
0.9,0.0,0.1,0.3,0.6439607373100467
0.2,0.3,0.7,0.8,0.6124280008912623
0.4,0.0,0.5,0.2,0.6453621298336301
0.1,0.0,0.0,0.5,0.6439607373100467
0.8,0.3,0.4,0.6,0.6439607373100467
0.9,0.0,0.1,0.7,0.6439607373100467
0.9,0.7,0.5,0.1,0.6267862285502064
0.2,0.5,0.4,0.2,0.5977939254962074
0.6,0.1,0.5,0.6,0.6453621298336301
0.8,0.3,0.5,0.2,0.6316720098110363
0.6,0.9,0.3,0.8,0.6102942083881789
0.9,0.7,0.5,0.7,0.6439607373100468
0.1,0.9,0.1,0.4,0.6348109246368492
0.4,0.3,0.6,0.7,0.6503067502098281
0.9,0.7,0.5,0.9,0.6439607373100468
0.0,0.9,0.3,0.8,0.6063626724340493
0.8,0.3,0.5,0.6,0.6439607373100467
0.2,0.9,0.9,0.5,0.6036443620358404
0.1,0.1,0.5,0.7,0.6453621298336301
0.3,0.0,0.7,0.4,0.6248497578306279
0.2,0.5,0.4,0.5,0.641981396298357
0.9,0.0,0.3,0.2,0.6439607373100467
0.4,0.0,0.6,0.1,0.6377645233190659
0.1,0.7,0.8,0.6,0.6747469054792247
0.5,0.1,0.4,0.4,0.6377645233190659
0.1,0.0,0.0,0.7,0.6439607373100467
0.9,0.0,0.3,0.8,0.6439607373100467
0.6,0.9,0.4,0.8,0.6060966518413565
0.1,0.7,0.1,0.8,0.7644917663252173
0.2,0.2,0.5,0.2,0.719089908659019
0.9,0.0,0.4,0.1,0.6439607373100467
0.3,0.5,0.8,0.8,0.6791277058694237
0.4,0.7,0.4,0.3,0.6688966679652312
0.2,0.9,0.3,0.3,0.6105574086289025
0.9,0.0,0.4,0.5,0.6439607373100467
0.6,0.1,0.7,0.0,0.6254325224949385
0.2,0.3,0.4,0.3,0.5852043971094887
0.9,0.7,0.7,0.7,0.6439607373100468
0.3,0.0,0.7,0.8,0.6379108566882192
0.4,0.7,0.4,0.5,0.6046052497289366
0.6,0.9,0.5,0.4,0.6119682183332675
0.0,0.1,0.2,0.3,0.6439607373100467
0.1,0.9,0.4,0.7,0.6306710850663506
0.2,0.0,0.1,0.2,0.6099294349147468
0.4,0.5,0.5,0.6,0.6453621298336301
0.6,0.9,0.5,0.6,0.6284095311442308
0.5,0.1,0.5,0.2,0.7208460428150217
0.0,0.7,0.7,0.1,0.5860560763011831
0.5,0.3,0.6,0.6,0.6453621298336301
0.9,0.7,0.8,0.7,0.6439607373100468
0.3,0.2,0.3,0.1,0.6041014739179841
0.2,0.5,0.5,0.1,0.6182795533540282
0.9,0.7,0.8,0.9,0.6439607373100468
0.9,0.0,0.5,0.7,0.6453621298336301
0.4,0.0,0.7,0.5,0.6447956743760519
0.2,0.9,0.3,0.8,0.6672625216226684
0.9,0.0,0.5,0.9,0.6439607373100467
0.9,0.7,0.9,0.5,0.6168541483521238
0.3,0.5,0.0,0.0,0.5908312342741852
0.1,0.3,0.7,0.9,0.6439607373100467
0.9,0.0,0.6,0.8,0.6439607373100467
