no_mapping,no_mapping,no_mapping,score
0.0,0.5,0.4,0.10999757243222114
0.3,0.8,0.5,0.22016110245426374
0.5,0.4,0.8,0.13447023481817705
0.2,0.9,0.7,0.12849292269365364
0.3,0.8,0.9,0.22016110245426374
0.8,0.7,0.3,0.23613271844576122
0.3,0.8,0.3,0.19498462353916293
0.2,0.2,0.5,0.04593857060785332
0.5,0.2,0.4,0.1552226076119477
0.5,1.0,0.2,0.1279552063173925
0.3,0.2,0.1,0.03945688757116575
0.4,1.0,0.1,0.13626127460479348
0.1,0.1,0.6,0.22610467251816413
0.3,0.3,0.7,0.051917927908561395
0.5,0.6,0.7,0.1352392598546158
0.2,0.6,0.7,0.028783240301926694
0.5,0.7,0.2,0.1352392598546158
0.9,0.0,0.2,0.2375457953303067
0.0,0.5,0.7,0.087481619290635
0.3,0.7,0.2,0.16958277725625373
0.3,0.4,1.0,0.051528963724885905
0.2,0.7,0.2,0.058059938219224866
0.3,1.0,0.8,0.22016110245426374
0.2,0.3,0.0,0.026608349934111656
0.4,0.0,0.3,0.17203385573486013
0.4,0.3,0.1,0.07666341380374828
0.2,0.3,0.3,0.026608349934111656
0.3,0.0,0.2,0.08282887426421544
0.3,0.9,0.5,0.20695861310952862
0.0,0.6,0.1,0.13064831170460797
0.9,0.3,0.4,0.22602523738980893
0.3,0.9,1.0,0.08492638732365682
0.4,0.1,0.4,0.1730008600555673
0.2,0.7,0.6,0.0847416493622075
0.9,0.4,0.5,0.23768848781728422
0.2,1.0,0.3,0.08040382029890251
0.3,0.5,0.6,0.13489190216931055
0.5,0.9,1.0,0.171212809493609
0.4,0.0,0.7,0.16358860037981574
0.4,0.1,0.8,0.1730008600555673
0.2,0.3,0.6,0.02213573588995669
0.0,0.5,0.9,0.10786026351542745
0.6,0.5,1.0,0.1279552063173925
0.5,1.0,0.7,0.171212809493609
0.2,0.7,1.0,0.04642956946544259
0.6,0.1,0.5,0.12821498326664243
0.5,0.7,1.0,0.1430520492337659
0.2,0.3,0.9,0.01584473035677448
0.0,0.1,0.2,0.1910111774465764
0.6,0.2,0.1,0.12921626710500725
0.4,0.2,0.7,0.14961807086381984
0.3,0.3,0.4,0.08131616406472589
0.3,0.4,0.0,0.09266080972703769
0.9,0.9,0.7,0.233468919631941
0.3,0.1,0.3,0.07703425220093475
0.5,0.5,0.7,0.1486344646002157
0.2,0.8,0.7,0.07888609228251955
0.0,0.6,0.5,0.1500100237716022
0.9,1.0,0.8,0.2342379446683797
0.2,0.4,0.3,0.005486680066902339
0.4,0.5,0.0,0.1841875528152705
0.4,0.3,0.6,0.1590110739001697
0.3,0.7,1.0,0.09552945867516213
0.4,0.0,0.5,0.19030668033600218
0.4,0.5,0.7,0.08952419557911509
1.0,0.2,0.5,0.22346624993067452
0.3,0.7,0.1,0.12799567881954826
0.0,0.6,0.7,0.22126992812897045
0.4,0.3,0.4,0.18155255904327963
0.3,0.1,0.8,0.08617072561030797
0.3,0.4,0.6,0.09609745994137546
0.2,0.4,0.9,0.03287490819550626
0.0,0.2,0.1,0.23711762974963393
0.2,0.9,0.2,0.07152184516874273
1.0,0.3,0.7,0.22602523738980893
0.3,0.9,0.4,0.11393678636014214
0.6,0.7,0.3,0.1352392598546158
0.4,0.5,0.6,0.1590110739001697
0.4,0.4,0.3,0.08946477748809234
0.2,0.5,0.2,0.006870812836820567
0.4,0.7,0.8,0.22016110245426374
0.3,0.2,0.2,0.07839098817308142
0.4,0.6,0.7,0.1590110739001697
0.6,0.3,1.0,0.12800280907044706
0.3,1.0,0.2,0.14471005976607923
0.2,0.9,0.6,0.05014461483149308
0.4,0.9,0.0,0.22016110245426374
0.5,0.1,0.3,0.0691156095889432
0.4,0.9,0.4,0.22016110245426374
0.2,0.9,1.0,0.0622818849108075
0.1,0.2,0.5,0.17952602480493723
0.0,0.6,0.9,0.09553031258385852
0.7,0.0,0.9,0.11663903716934051
0.4,0.8,0.7,0.19498462353916293
0.4,0.7,0.4,0.10896378390113345
0.4,1.0,0.3,0.22016110245426374
0.6,0.1,0.3,0.12081565163414945
0.7,0.1,1.0,0.135523038531986
0.5,0.0,0.6,0.0938138232229598
0.0,0.7,0.1,0.18851844831404782
0.4,0.5,0.8,0.1611293045255265
0.4,0.8,0.5,0.18095689921367691
0.2,1.0,0.7,0.05530445244441227
0.7,0.2,0.5,0.12921626710500725
0.3,0.3,0.2,0.058059938219224866
0.5,0.1,0.0,0.17963185592601325
0.5,0.1,0.4,0.17963185592601325
0.7,0.3,0.6,0.1250772317818272
0.3,0.8,0.4,0.0994389857628753
0.4,0.2,0.9,0.1110470642686286
0.3,0.0,0.4,0.048874569648833986
0.3,0.5,0.1,0.046935045715299516
0.7,0.4,0.7,0.1685961535121668
0.3,0.3,0.9,0.0847416493622075
0.3,0.9,0.0,0.10908999931201753
0.7,0.0,0.6,0.12781340278207662
0.7,0.5,0.2,0.13447023481817705
0.0,0.7,0.2,0.11584077822247844
0.5,0.2,0.9,0.08848618008541265
0.3,0.6,0.4,0.07418649830940817
0.3,0.7,0.0,0.0896946834450216
0.7,0.5,0.8,0.13447023481817705
0.5,0.3,0.2,0.1771471938055771
0.3,0.0,0.9,0.04300863354277419
0.3,0.9,0.7,0.13705096952134183
0.7,0.6,0.3,0.1632102491398403
0.5,0.3,0.7,0.09160784914850786
0.3,0.4,0.3,0.04642956946544259
0.4,0.5,0.1,0.16508490723312993
0.4,0.1,1.0,0.07680270933005434
0.5,0.4,0.3,0.18341852777883175
0.3,0.1,0.2,0.023486680871016435
0.7,0.8,0.1,0.17563651252186016
0.5,0.2,0.3,0.080329404545639
0.6,0.9,0.5,0.12141466605871501
0.3,0.7,0.6,0.0883216058256935
0.1,0.4,0.7,0.2092035962566026
0.5,0.2,0.5,0.09743347194798987
0.5,0.3,0.8,0.15273973992691506
0.7,0.8,0.7,0.1352392598546158
0.5,0.0,0.4,0.12833141680115726
0.3,0.4,0.8,0.07888609228251955
0.5,0.5,0.6,0.18341852777883175
0.5,0.8,0.3,0.09852211189376703
0.3,0.1,0.6,0.019014066826861468
0.7,1.0,0.3,0.1352392598546158
0.5,0.6,0.4,0.09864820815820126
0.3,0.8,0.1,0.08466232214633607
0.5,0.5,0.3,0.1590110739001697
0.5,0.6,0.8,0.1841875528152705
0.7,0.5,1.0,0.11732733617828003
0.3,0.5,0.2,0.04514492974966051
0.5,0.7,0.1,0.1841875528152705
0.0,0.7,0.3,0.11723564624883061
0.0,0.7,0.4,0.10281767199492207
0.4,0.9,0.6,0.11393678636014214
0.4,0.0,0.1,0.08057553384346057
0.5,0.1,0.6,0.07995043412834428
0.8,0.1,0.5,0.135523038531986
0.3,0.1,1.0,0.01272306129367926
0.5,0.8,0.2,0.22016110245426374
0.8,0.3,0.1,0.16961351977225167
0.3,0.5,0.7,0.06303757412296583
0.8,0.3,0.7,0.12921626710500725
0.5,0.6,0.3,0.1451553121704461
0.1,0.1,0.2,0.1632102491398403
0.3,0.2,0.3,0.005486680066902339
0.5,0.8,1.0,0.22016110245426374
0.5,0.7,0.7,0.1590110739001697
0.8,0.4,0.5,0.1250772317818272
0.6,0.1,0.9,0.11128034650842708
0.4,0.3,1.0,0.08362600070172559
0.5,0.9,0.3,0.22016110245426374
0.0,0.7,0.5,0.15387006864493566
0.5,0.0,0.1,0.14720421154001267
0.7,0.4,0.9,0.11350313176944013
0.5,0.4,0.5,0.06853012802779702
0.5,0.8,0.4,0.19498462353916293
0.3,0.9,0.2,0.058059938219224866
0.8,0.6,0.9,0.13447023481817705
0.3,0.6,0.2,0.0622818849108075
0.4,0.5,0.2,0.12482378676771134
0.3,0.2,0.7,0.03287490819550626
0.6,0.0,0.1,0.0938138232229598
0.8,0.0,0.9,0.14540986325611177
0.4,0.1,0.2,0.08096180741055138
0.8,0.8,0.1,0.13447023481817705
0.6,0.1,0.0,0.17726684492220612
0.8,0.9,0.1,0.1352392598546158
0.3,0.9,0.8,0.07749952654124319
0.3,0.3,0.1,0.006870812836820567
0.3,0.6,0.9,0.05530445244441227
0.4,0.1,0.9,0.05993851036400432
0.6,0.6,0.9,0.10405164193235218
0.5,0.3,0.6,0.0632134231722363
0.0,0.1,0.4,0.13064831170460797
0.4,0.9,0.5,0.12780437466110608
0.5,0.7,0.5,0.06353020903745185
0.5,1.0,0.1,0.15659382806907662
0.4,0.3,0.0,0.09497892518092944
0.9,0.1,0.2,0.17786119625510133
0.6,0.3,0.7,0.08848618008541265
0.5,1.0,0.6,0.11397101852480772
0.9,0.1,0.8,0.1374639435878569
0.3,0.7,0.3,0.03874562001342608
0.3,1.0,0.4,0.0615711598664554
0.6,0.1,1.0,0.15285939104354404
0.6,0.4,0.9,0.1771471938055771
0.0,0.7,0.8,0.12402223272696168
0.7,1.0,0.7,0.10134619013019813
0.5,0.8,0.7,0.1483773819945167
0.6,0.5,0.3,0.0978791831217625
0.6,0.3,0.4,0.14961807086381984
0.4,0.7,0.2,0.1005709632703321
0.6,0.5,0.7,0.18341852777883175
0.5,0.4,0.6,0.09814932749387854
0.0,0.1,0.7,0.18695801641908347
0.4,0.3,0.7,0.08466232214633607
0.8,0.7,0.9,0.14570613456048467
0.6,0.6,0.1,0.18341852777883175
0.3,0.7,0.8,0.027510294995356687
0.9,0.4,0.9,0.16547448444907162
0.3,1.0,1.0,0.05880018239661955
0.7,0.0,0.4,0.06994798045288504
0.6,0.7,0.4,0.1841875528152705
0.4,1.0,0.7,0.052460798335998274
0.9,0.5,1.0,0.12819890084492241
0.0,0.7,0.9,0.07707916568238657
0.5,0.3,0.0,0.08105261177497314
0.9,0.6,0.8,0.1685961535121668
0.6,0.8,0.3,0.09864820815820126
0.6,0.6,0.7,0.1590110739001697
0.9,0.7,0.4,0.13447023481817705
0.3,0.8,0.2,0.026608349934111656
0.6,0.5,0.0,0.1325141299876124
0.1,0.1,0.8,0.14570613456048467
0.5,0.0,0.9,0.14922239360457856
0.9,0.7,1.0,0.13447023481817705
0.0,0.7,0.6,0.07703012528887002
0.6,0.9,0.8,0.09864820815820126
0.9,0.9,0.1,0.13447023481817705
0.4,0.1,0.0,0.053644571086615994
0.7,0.0,0.1,0.17203385573486013
0.6,0.3,0.1,0.08926597080310295
0.6,0.7,0.2,0.1907750568104456
0.3,0.8,0.7,0.02213573588995669
0.8,0.7,0.5,0.12400694217436277
0.9,1.0,0.6,0.17563651252186016
0.0,0.7,1.0,0.12383092856851949
0.5,0.3,1.0,0.08112659794142255
0.7,0.3,1.0,0.0887519648512119
0.4,0.5,0.5,0.058059938219224866
0.6,0.9,0.6,0.1590110739001697
0.5,0.1,0.8,0.09455020158463398
0.7,0.1,0.3,0.1845749001875497
0.5,0.6,0.9,0.09202212918055498
0.7,0.1,0.7,0.10028165779216812
0.1,0.4,0.3,0.1605216160394035
0.6,0.9,0.0,0.11183370960801402
1.0,0.1,0.9,0.17786119625510133
0.5,0.9,0.1,0.09359791352352108
0.4,0.1,0.6,0.036330049443471464
0.3,0.9,0.1,0.01584473035677448
0.7,0.0,0.8,0.16358860037981574
1.0,0.3,0.5,0.12921626710500725
0.6,0.9,1.0,0.1539834698641888
0.4,0.6,0.3,0.08415684589647912
0.4,0.9,1.0,0.09556372864665781
0.4,0.2,0.3,0.052888881874457644
0.0,0.8,0.1,0.11806511201636175
0.7,0.3,0.1,0.17412909343739083
0.7,0.3,0.5,0.17412909343739083
0.7,0.0,0.3,0.1952490145951827
1.0,0.5,0.9,0.1250772317818272
0.3,0.9,0.6,0.005486680066902339
1.0,0.7,0.0,0.17486748748542147
0.7,0.4,0.2,0.1771471938055771
0.7,0.2,1.0,0.15386067488190883
0.6,0.8,0.9,0.11209087546985927
0.4,0.3,0.2,0.04316718236509784
0.4,0.7,0.3,0.07222836215436398
0.5,0.0,0.3,0.1252251456560171
0.9,0.3,1.0,0.10574394992255247
0.7,0.5,0.3,0.18341852777883175
0.0,0.8,0.3,0.15183186898813694
0.5,0.6,0.0,0.1277591310253313
0.6,0.2,0.3,0.05166387918573677
1.0,0.9,0.8,0.13447023481817705
0.3,1.0,0.0,0.03287490819550626
0.5,0.2,0.6,0.07522765900504493
1.0,1.0,0.9,0.13447023481817705
0.4,0.3,0.8,0.04593857060785332
0.7,0.3,0.4,0.13814087243287143
0.5,0.8,0.9,0.11031361941277393
