position,clausal conjunction,adverbial indicator,NP-VP-NP,score
0.1,0.5,0.9,0.6,0.41665442208931375
0.5,0.3,0.1,1.0,0.9996224660069483
0.0,0.9,0.5,0.0,0.6976553207014361
0.1,0.6,0.4,0.4,0.4142232415458034
0.3,0.7,0.4,0.8,0.9996224660069486
0.2,0.0,0.1,0.3,0.5650255471485287
0.1,0.7,0.6,0.4,0.4398610726151679
1.0,0.5,0.6,0.6,0.9996224660069483
0.6,0.5,0.3,0.2,0.5379552925478077
0.4,0.2,0.3,1.0,0.9996224660069486
0.2,0.6,0.5,0.4,0.697655320701436
0.1,0.4,1.0,0.1,0.253681314896232
0.1,0.2,0.9,0.3,0.26051326102737654
0.3,0.4,0.5,0.0,0.26181939009537497
0.5,1.0,0.7,0.9,0.9067776735820394
0.1,0.2,0.7,0.6,0.9999999999999997
0.0,0.2,0.8,0.9,0.9996224660069483
0.1,0.4,0.0,1.0,0.41665442208931375
0.1,0.3,0.5,0.8,0.24160856594097832
0.1,0.4,0.5,0.4,0.3071129339423756
0.1,0.9,0.3,0.9,0.9996224660069483
0.7,0.0,0.6,0.2,0.9999999999999999
0.0,0.1,1.0,0.1,0.9999999999999997
0.1,0.3,0.1,1.0,0.37853111401875067
0.1,0.5,0.4,0.2,0.697655320701436
0.4,0.7,0.8,0.4,0.7556335547929649
0.6,0.5,0.3,0.4,0.7344540933185773
0.1,0.2,0.2,0.7,0.9996224660069483
0.2,0.0,0.8,0.7,0.5631838352984743
0.3,0.5,0.9,0.4,0.9132839087528712
0.5,0.0,0.1,0.1,0.9996224660069485
0.0,0.4,0.2,0.1,0.6976553207014363
0.1,0.7,1.0,0.0,0.43811895927170275
0.1,0.8,1.0,0.7,0.40634268352123065
0.1,0.3,0.0,0.1,0.33919583710366297
0.2,1.0,0.6,0.5,0.6976553207014361
0.1,0.3,0.9,0.9,0.38349646193436643
0.1,0.7,0.3,0.0,0.24395593552479397
0.1,0.3,0.3,0.9,0.9996224660069483
0.0,0.5,0.8,0.5,0.9999999999999999
0.1,0.5,0.1,0.7,0.5126118049130645
0.1,0.5,0.9,0.7,0.9999999999999994
1.0,0.5,0.7,0.1,0.8408834440220401
0.1,0.6,0.4,0.5,0.6972777867083846
0.1,0.7,0.6,0.5,0.4142232415458034
0.3,0.0,0.8,1.0,0.9996224660069486
0.2,0.1,0.9,0.9,0.5126118049130645
0.0,0.2,1.0,0.5,0.9999999999999997
0.1,0.2,0.5,1.0,0.6156792197193885
0.1,0.8,0.6,0.7,0.6972777867083845
0.1,0.2,0.4,0.3,0.7738137170035108
0.1,0.6,1.0,0.8,0.4450536357376989
0.1,0.6,0.7,0.6,0.5126118049130645
0.0,0.2,0.3,0.8,0.5650255471485286
0.1,0.9,0.3,1.0,0.44741150074780445
0.1,0.5,0.6,1.0,0.4544203554844862
0.5,0.0,0.1,0.3,0.5937067814583705
0.1,0.4,1.0,0.2,0.2523234929907734
0.2,0.8,0.4,0.3,0.43811895927170286
0.2,0.0,0.8,0.9,0.5650255471485288
0.2,0.6,0.5,0.6,0.5126118049130645
0.1,0.4,0.3,0.2,0.697655320701436
0.2,0.9,0.5,0.1,0.697655320701436
0.1,0.4,0.1,0.0,0.697655320701436
0.1,0.2,0.9,0.4,0.7738137170035109
0.1,0.8,1.0,0.8,0.43807656814338747
0.1,0.3,0.7,0.9,0.5126118049130645
0.0,0.0,0.2,0.9,0.5937067814583703
0.0,0.1,0.9,0.3,0.31292096201293723
0.1,0.3,0.5,0.9,0.20551983603713256
0.4,0.5,0.0,0.8,0.9996224660069485
0.1,0.2,0.7,0.7,0.4166544220893139
0.1,0.8,0.2,0.9,0.4430481939262527
0.5,0.3,0.2,0.5,0.9996224660069483
0.1,0.9,0.8,0.4,0.3851051348042359
0.2,0.3,0.3,0.9,0.9996224660069483
0.1,0.7,0.3,0.1,0.3851051348042359
0.7,0.6,1.0,0.0,0.6208188003490497
0.1,0.3,0.2,0.0,0.697655320701436
0.2,1.0,0.6,0.9,0.4121430650234868
1.0,0.5,0.7,0.7,0.9996224660069483
0.4,0.7,0.8,0.8,0.9996224660069485
0.1,0.4,0.7,0.9,0.5650255471485286
0.1,0.7,0.6,0.6,0.6166348929235274
0.1,1.0,0.6,1.0,0.9888971879744136
0.0,0.1,0.5,0.9,0.24160856594097832
0.1,0.2,0.2,0.8,0.24659932719115457
0.6,0.5,0.3,1.0,0.9996224660069485
0.1,0.3,0.0,0.2,0.36418330187824766
0.3,0.0,0.9,0.1,1.0
0.3,0.4,0.5,0.4,0.9996224660069486
0.1,0.3,0.3,1.0,0.5650255471485286
0.2,0.0,0.9,0.0,0.9999999999999997
1.0,0.5,0.7,0.9,0.9996224660069483
0.1,0.6,1.0,0.9,0.5126118049130645
0.8,0.4,0.1,0.6,0.9996224660069485
0.7,0.6,1.0,0.2,0.6476011711678715
0.1,0.6,0.7,0.7,0.5650255471485287
0.2,0.5,0.6,1.0,0.661737729764028
0.5,0.6,0.8,0.5,0.9071552075750908
0.5,0.3,0.2,0.7,0.9996224660069483
0.2,0.0,0.1,0.6,0.9996224660069486
0.4,0.5,0.0,1.0,0.9996224660069485
0.0,0.1,0.9,0.6,0.9999999999999997
0.1,0.5,0.7,0.0,0.2988352523369537
0.9,0.3,0.8,0.5,0.9996224660069483
0.3,0.9,0.1,0.5,0.6972777867083849
0.1,0.2,0.6,0.0,0.2523234929907734
0.1,0.4,1.0,0.3,0.22441566343237138
0.2,0.1,1.0,0.0,0.4175783178133994
0.3,0.7,0.5,0.3,0.6976553207014363
0.0,0.2,0.4,0.5,0.9996224660069485
0.1,0.2,0.4,0.4,0.4166544220893138
0.5,0.0,0.1,0.7,0.9996224660069485
0.1,0.4,0.3,0.3,0.24508199916900525
0.2,0.6,0.5,0.8,0.9996224660069485
0.7,0.0,0.7,0.2,0.9999999999999999
0.2,0.2,0.7,0.4,0.42101009549673174
0.1,0.4,0.5,0.6,0.24871402457776723
0.0,0.2,0.0,0.9,0.9996224660069483
0.1,0.4,0.1,0.1,0.2439559355247939
0.1,1.0,0.7,0.0,0.3040569374385423
0.1,1.0,0.2,0.2,0.6972777867083845
0.5,0.6,0.8,0.7,0.9996224660069483
0.1,0.3,0.7,1.0,0.4810206361886327
0.1,0.2,0.9,0.5,0.3428178845486544
0.2,1.0,0.7,0.1,0.6976553207014361
0.8,0.4,0.1,1.0,0.9996224660069485
0.1,0.9,0.4,0.1,0.4142232415458034
0.6,0.5,0.4,0.3,0.7256897435056879
0.1,0.2,0.7,0.8,0.2547261333297877
1.0,0.5,0.8,0.4,0.9577025865557366
0.1,0.5,0.9,0.9,0.5126118049130645
0.1,0.4,0.7,1.0,0.9996224660069483
0.0,0.2,0.6,0.5,1.0
0.1,0.3,0.2,0.1,0.30405693743854234
0.2,0.3,0.4,0.0,0.6976553207014357
0.1,0.6,1.0,1.0,0.5650255471485287
0.2,0.7,0.5,0.1,0.697655320701436
0.5,0.0,0.1,0.9,0.6156792197193884
0.1,0.3,1.0,0.0,0.24097572286957095
0.8,0.4,0.2,0.3,0.9573250525626854
0.1,0.8,1.0,1.0,0.2746510292233534
0.1,0.3,0.0,0.3,0.48102063618863267
0.1,0.3,0.4,0.0,0.43986107261516805
0.1,0.2,0.2,0.9,0.9996224660069483
0.7,0.6,1.0,0.8,0.9996224660069485
0.1,0.5,0.7,0.1,0.38510513480423597
0.6,0.5,0.4,0.5,0.9996224660069485
0.0,0.2,0.7,0.9,0.9996224660069485
0.1,0.7,1.0,0.3,0.24395593552479397
0.1,0.8,0.3,0.0,0.38510513480423586
0.2,0.5,0.7,0.1,0.6976553207014359
0.2,0.3,1.0,1.0,0.9996224660069483
0.1,1.0,0.7,0.1,0.43811895927170263
0.1,0.4,1.0,0.4,0.5650255471485286
0.1,0.6,0.1,0.8,0.7738137170035108
0.2,0.0,0.9,0.2,0.5127264093772206
0.2,0.9,0.5,0.5,0.6972777867083846
0.1,0.7,0.3,0.3,0.6972777867083847
0.3,0.1,1.0,0.7,1.0
0.2,0.4,0.9,1.0,0.4210100954967317
0.1,0.4,0.3,0.4,0.5126118049130645
0.1,0.2,0.6,0.1,0.1912385700681537
0.1,0.7,0.6,0.8,0.7738137170035105
0.4,0.2,0.5,0.4,0.9996224660069486
0.1,0.4,0.5,0.7,0.5650255471485287
1.0,0.5,0.8,1.0,0.9996224660069483
0.1,0.2,0.4,0.5,0.661737729764028
0.2,1.0,0.7,0.3,0.6976553207014361
0.7,0.0,0.7,0.9,0.9996224660069485
0.0,0.9,0.5,0.2,0.6166348929235275
0.1,0.6,0.4,0.8,0.43807656814338747
0.9,0.3,0.9,0.7,0.9996224660069483
0.5,0.3,0.3,0.2,0.9067776735820394
0.1,0.3,0.8,0.0,0.697655320701436
0.1,0.5,0.9,1.0,0.5650255471485286
0.1,0.7,0.0,0.0,0.43811895927170263
0.1,0.3,0.6,0.0,0.6166348929235275
0.3,0.3,0.2,0.1,0.7552560207999139
0.1,0.9,0.0,0.0,0.6972777867083845
0.0,0.1,0.8,0.6,0.23593008023956227
0.1,0.2,0.9,0.6,0.42772331601066005
0.3,0.7,0.5,0.7,0.7738137170035109
0.4,0.0,0.1,0.4,0.9996224660069486
0.1,0.2,0.7,0.9,0.33564606631950866
0.9,0.3,0.9,1.0,0.9996224660069483
0.0,0.2,0.2,0.1,0.3427409039432172
0.1,0.3,0.2,0.2,0.19065622501923823
0.6,0.5,0.4,0.9,0.9996224660069485
0.1,0.3,1.0,0.1,0.41422324154580353
0.4,0.5,0.1,0.5,0.5937067814583705
0.2,0.3,0.4,0.2,0.4627150954088965
0.1,0.5,0.7,0.2,0.3391958371036629
0.4,0.7,0.9,0.5,0.833854951427911
0.4,0.2,0.5,0.6,0.9996224660069486
0.7,0.7,0.0,0.4,0.8334774174348594
0.1,0.3,0.4,0.1,0.2752897103710207
0.1,0.3,0.0,0.4,0.6156792197193884
0.1,0.4,1.0,0.5,0.2718428568266065
0.0,0.2,0.1,0.3,0.9996224660069485
0.1,0.7,0.6,0.9,0.43666842981847664
0.2,0.8,0.5,0.2,0.6166348929235275
0.1,0.2,0.2,1.0,0.5650255471485287
0.3,0.9,0.2,0.0,0.6976553207014364
0.3,0.4,0.5,1.0,0.9996224660069486
0.2,0.4,0.0,0.3,0.8334774174348593
0.1,0.5,0.4,0.6,0.6617377297640277
0.5,1.0,0.9,0.5,0.6976553207014361
0.0,0.1,0.8,0.1,0.9999999999999994
0.1,0.4,0.3,0.5,0.43666842981847664
0.1,0.4,0.5,0.8,0.31989276013144036
0.1,0.9,0.0,0.1,0.4142232415458034
0.3,0.7,0.5,0.9,0.5937067814583705
0.1,0.7,0.0,0.1,0.1581251965474888
0.0,0.7,1.0,0.5,0.697655320701436
0.1,0.4,0.1,0.3,0.41422324154580353
0.1,0.5,1.0,0.0,0.3306673459790712
0.1,0.2,0.6,0.2,0.4810206361886327
0.1,0.6,0.7,1.0,0.9996224660069486
0.1,1.0,0.2,0.5,0.3391958371036629
0.1,0.8,0.3,0.2,0.6166348929235274
0.0,0.0,0.2,0.5,0.5631838352984743
0.0,0.1,0.6,0.0,0.15718575240969201
0.1,0.2,0.4,0.6,0.24160856594097832
0.1,0.4,0.8,0.1,0.697655320701436
0.2,0.1,1.0,0.4,0.5126118049130645
0.1,0.3,0.6,0.1,0.4142232415458035
0.2,0.0,0.1,1.0,0.9996224660069486
0.7,0.7,0.0,0.9,0.9996224660069485
0.0,0.4,0.6,0.9,0.36217298144464843
0.1,0.9,0.4,0.4,0.20399807029851186
0.1,0.2,0.9,0.7,0.46984266757252646
0.1,0.5,0.7,0.3,0.697655320701436
0.5,0.6,0.9,0.6,0.9999999999999997
0.1,0.7,0.3,0.5,0.6972777867083847
0.1,0.3,1.0,0.2,0.697655320701436
0.0,0.3,0.8,0.6,1.0
0.1,0.3,0.2,0.3,0.46984266757252646
0.1,0.2,0.7,1.0,0.3757205317212588
0.7,0.0,0.8,0.6,0.9996224660069485
0.3,0.4,0.6,0.1,0.6976553207014363
0.4,0.0,0.1,0.8,0.9996224660069486
0.1,0.4,1.0,0.6,0.4474115007478046
0.2,0.3,0.4,0.4,0.4544203554844863
0.1,0.0,0.6,0.3,0.9999999999999997
0.1,0.9,0.8,0.9,0.5650255471485287
0.2,0.0,0.9,0.5,0.46984266757252646
0.1,0.3,0.4,0.2,0.3299726957697167
0.1,1.0,0.7,0.4,0.3684231515378612
0.1,0.3,0.0,0.5,0.23849276320663315
0.2,0.5,0.7,0.5,1.0
0.9,0.3,1.0,1.0,0.9996224660069483
0.0,0.4,0.9,0.3,0.6976553207014364
0.1,0.6,0.4,1.0,0.46984266757252635
0.1,0.7,0.0,0.2,0.6166348929235274
0.2,0.1,1.0,0.5,0.5650255471485289
0.2,1.0,0.7,0.7,0.6972777867083846
0.1,0.4,0.3,0.6,0.9996224660069482
0.5,0.6,0.9,0.8,0.9996224660069483
0.1,0.2,0.3,0.0,0.15613917967413038
0.1,0.7,1.0,0.6,0.6976553207014359
0.2,0.6,0.6,0.7,0.7738137170035108
1.0,0.5,1.0,0.6,0.9999999999999997
0.1,0.4,0.1,0.4,0.617036660400672
0.1,0.9,0.4,0.5,0.4142232415458034
0.9,0.4,0.0,0.1,0.9129063747598197
0.0,0.4,0.4,0.5,0.9996224660069486
0.1,0.5,0.2,0.1,0.3391958371036629
0.3,0.9,0.2,0.4,0.6166348929235274
0.1,0.4,0.8,0.2,0.4142232415458034
0.1,0.2,0.6,0.3,0.4916899719870763
0.1,0.3,0.8,0.2,0.26181939009537497
0.1,0.7,0.3,0.6,0.4142232415458034
0.4,0.0,0.1,1.0,0.9996224660069486
0.8,0.4,0.4,0.7,0.9996224660069485
0.1,0.3,0.6,0.2,0.279825036843856
0.2,0.0,0.9,0.6,0.7738137170035108
0.1,0.2,0.4,0.7,0.4916899719870762
0.1,0.6,0.2,0.0,0.3391958371036629
0.1,1.0,0.7,0.5,0.6976553207014357
0.3,0.7,0.6,0.2,0.6976553207014363
0.0,0.2,0.3,0.4,0.5650255471485287
0.1,0.9,0.0,0.3,0.30957832326628154
0.2,0.1,1.0,0.6,0.9999999999999997
0.1,0.2,0.9,0.8,0.7738137170035109
0.2,0.2,0.7,1.0,0.9996224660069483
0.1,0.4,1.0,0.7,0.5937067814583703
0.0,0.5,0.1,0.1,0.6972777867083849
0.1,0.3,0.2,0.4,0.5126118049130645
0.5,0.3,0.4,0.1,0.8408834440220402
0.9,0.4,0.0,0.5,0.9996224660069483
0.1,0.2,0.8,0.0,0.2764801514544274
0.1,0.5,0.4,0.8,0.29787226231069697
0.7,0.0,0.9,0.1,0.9999999999999999
0.1,0.8,0.3,0.4,0.6972777867083845
0.0,0.5,0.3,0.3,0.6972777867083845
0.1,0.7,1.0,0.7,0.46984266757252646
0.2,1.0,0.7,0.9,0.8334774174348596
0.1,0.3,0.4,0.3,0.23593008023956227
0.2,0.3,0.4,0.6,0.9996224660069483
0.3,0.0,1.0,0.0,1.0
0.1,0.5,1.0,0.2,0.43811895927170275
0.2,0.5,0.7,0.7,0.7738137170035109
0.1,0.3,0.0,0.6,0.6617377297640278
0.1,0.4,0.3,0.7,0.36492097764154485
0.8,0.4,0.5,0.2,0.9071552075750908
0.1,0.4,0.5,1.0,0.999622466006948
0.2,0.0,0.9,0.7,0.41665442208931375
1.0,0.6,0.0,0.9,0.9996224660069483
0.2,0.6,0.7,0.0,0.697655320701436
0.5,1.0,1.0,0.6,0.7556335547929648
0.0,0.2,0.5,0.8,0.29222723007852225
0.1,0.4,0.1,0.5,0.27056302957769446
0.1,0.7,0.7,0.1,0.697655320701436
0.1,0.2,0.3,0.1,0.3391958371036629
0.2,0.5,0.0,0.0,0.1902330379499348
0.1,0.4,0.8,0.3,0.3851051348042359
0.1,0.9,0.0,0.4,0.6972777867083845
0.1,1.0,0.2,0.8,0.6972777867083845
0.3,0.2,0.0,0.4,0.9996224660069485
0.0,0.3,0.7,0.5,1.0
0.1,0.5,0.7,0.5,0.6156792197193883
0.1,0.6,0.2,0.1,0.38510513480423597
0.6,0.5,0.6,0.1,0.7669475723247802
0.1,0.3,0.8,0.3,0.5650255471485287
0.5,0.6,1.0,0.3,0.7669475723247803
0.4,0.7,1.0,0.4,0.7556335547929649
0.7,0.7,0.1,1.0,0.7738137170035108
0.0,0.1,0.6,0.2,0.21128079823274765
0.1,0.2,0.6,0.4,0.21128079823274765
0.4,0.5,0.2,0.4,0.9067776735820395
0.7,0.0,0.9,0.5,0.9999999999999999
0.1,0.8,0.3,0.5,0.3040569374385423
0.1,0.7,0.0,0.4,0.36418330187824766
0.1,0.9,0.4,0.7,0.3391958371036629
0.0,0.1,0.8,0.9,0.31952492615670464
0.1,0.2,0.4,0.8,0.2818227433701934
0.4,0.0,0.2,0.7,0.9996224660069486
0.1,0.5,0.4,0.9,0.5650255471485286
0.2,0.0,0.9,0.8,0.6156792197193884
0.1,0.2,0.9,0.9,0.4166544220893138
0.2,0.8,0.5,0.8,0.5937067814583705
0.2,0.1,1.0,0.8,0.4993414256425761
0.0,0.7,0.5,0.4,0.6976553207014361
0.1,0.3,0.2,0.5,0.5650255471485287
0.7,0.7,0.2,0.1,0.7284736499810918
0.1,0.5,1.0,0.3,0.4142232415458035
0.1,1.0,0.7,0.7,0.6972777867083845
1.0,0.6,0.1,0.5,0.9573250525626853
0.1,0.9,0.9,0.1,0.6976553207014359
0.1,0.2,0.8,0.1,0.6166348929235275
0.7,0.0,0.9,0.7,0.9996224660069485
0.8,0.4,0.5,0.8,0.9996224660069485
0.1,0.3,0.4,0.4,0.9996224660069483
0.1,0.4,0.3,0.8,0.6419158470768304
0.1,0.4,0.6,0.0,0.2693004866367728
0.3,0.4,0.6,0.7,0.9996224660069486
0.2,0.3,0.4,0.8,0.5126118049130646
0.1,0.3,0.0,0.7,0.5650255471485287
0.0,0.8,0.7,0.7,0.6972777867083847
0.1,0.5,0.2,0.3,0.41422324154580353
0.4,0.5,0.2,0.6,0.7738137170035109
0.2,0.6,0.7,0.2,0.40634268352123076
0.1,0.4,0.1,0.6,0.999622466006948
0.1,0.4,0.8,0.4,0.36503317222806364
0.8,0.4,0.5,1.0,0.9996224660069485
0.5,0.0,0.3,0.5,0.9996224660069485
0.2,0.4,0.1,0.2,0.6972777867083846
0.1,0.9,0.4,0.8,0.6166348929235274
0.1,0.8,0.3,0.6,0.439861072615168
0.2,0.0,0.9,0.9,0.37853111401875067
0.2,0.1,1.0,0.9,0.5650255471485289
0.0,0.0,0.3,0.2,0.4210100954967317
0.0,0.2,0.0,0.3,0.22499486476877256
0.1,0.2,0.3,0.2,0.2910296514215158
0.1,0.3,0.8,0.4,0.4916899719870761
0.6,0.0,0.0,0.7,0.9996224660069485
0.1,0.8,0.7,0.5,0.4142232415458034
0.1,0.6,0.5,0.2,0.697655320701436
0.1,1.0,0.7,0.8,0.4142232415458033
0.1,0.3,0.6,0.4,0.9999999999999994
0.0,0.3,0.9,0.9,0.9996224660069485
0.1,0.6,0.8,0.3,0.43811895927170275
0.1,0.4,1.0,0.9,0.6617377297640278
1.0,0.6,0.2,0.1,0.7722581459387144
0.1,0.5,0.4,1.0,0.5126118049130647
0.1,0.2,0.6,0.5,0.9999999999999997
0.1,0.3,1.0,0.5,0.4810206361886327
0.2,1.0,0.8,0.5,0.2848732827801161
0.1,0.5,1.0,0.4,0.09036180869767212
0.1,0.1,0.8,0.2,0.9999999999999997
0.2,0.1,0.5,0.0,0.4370772643395321
0.1,0.9,0.0,0.6,0.6972777867083845
0.1,0.7,0.3,0.9,0.6617377297640277
0.1,0.2,0.4,0.9,0.5937067814583705
0.7,0.7,0.2,0.7,0.9996224660069485
0.1,0.2,0.9,1.0,0.9996224660069483
0.1,0.3,0.2,0.6,0.9996224660069483
0.1,0.4,0.3,0.9,0.5650255471485287
0.1,0.4,0.6,0.1,0.2768527122717957
0.2,0.2,0.8,0.7,0.7738137170035108
0.0,0.1,0.6,0.4,0.16639597502834622
0.1,0.2,0.8,0.2,0.2085553566713293
