position,score
1.0,1.0
0.9,1.0
0.8,1.0
0.7,0.679995224941
0.6,0.517283184999
0.5,0.758496172878
0.4,0.367144068531
0.3,0.0
0.2,0.097467638978
0.1,0.097467638978
0.0,0.097467638978
