position,score
1.0,0.551012806963
0.9,0.551012806963
0.8,0.551012806963
0.7,0.5474906452
0.6,0.545699740282
0.5,0.548354673048
0.4,0.544047220394
0.3,0.540006215695
0.2,0.541079002159
0.1,0.541079002159
0.0,0.541079002159
