position,score
1.0,0.805033522156
0.1,0.26865171297
0.2,0.26865171297
0.3,0.0
0.4,0.0280303182772
0.5,1.0
0.6,0.805033522156
0.7,0.805033522156
0.8,0.805033522156
0.9,0.805033522156
