0.5,0.1,0.0,0.0
0.4,0.3,0.0,0.0275111410917
0.5,0.4,0.0,0.0275111410917
0.6,0.5,0.0,0.0275111410917
0.7,0.5,0.0,0.0275111410917
0.7,0.6,0.0,0.0275111410917
0.8,0.7,0.0,0.0275111410917
0.9,0.7,0.0,0.0275111410917
1.0,0.7,0.0,0.0275111410917
0.9,0.5,0.0,0.0275111410917
0.7,0.2,0.0,0.0275111410917
1.0,0.3,0.0,0.0275111410917
0.5,0.3,0.0,0.0275111410917
0.7,0.4,0.0,0.0275111410917
0.8,0.5,0.0,0.0275111410917
0.2,0.1,0.0,0.0275111410917
0.7,0.3,0.0,0.0275111410917
0.9,0.4,0.0,0.0275111410917
0.7,0.1,0.0,0.0309529930382
0.8,0.1,0.0,0.0309529930382
0.9,0.8,0.0,0.0561787474586
1.0,0.9,0.0,0.0561787474586
0.6,0.1,0.0,0.180099877438
0.1,0.1,0.0,0.217697221283
0.7,0.5,0.1,0.34343406449
1.0,0.8,0.1,0.34343406449
0.4,0.5,0.0,0.375408958071
0.5,0.6,0.0,0.375408958071
0.7,0.9,0.0,0.375408958071
0.6,0.7,0.0,0.375408958071
0.7,0.8,0.0,0.375408958071
0.8,0.9,0.0,0.375408958071
0.9,1.0,0.0,0.375408958071
0.9,0.8,0.1,0.501145801277
1.0,0.9,0.1,0.501145801277
0.7,0.8,0.1,0.662664275102
0.8,0.9,0.1,0.662664275102
0.8,0.8,0.1,0.662664275102
0.9,0.9,0.1,0.662664275102
0.7,0.7,0.1,0.662664275102
1.0,1.0,0.1,0.662664275102
0.9,0.2,0.1,0.680769789387
1.0,0.2,0.1,0.680769789387
1.0,0.3,0.1,0.680769789387
0.2,0.3,0.0,0.691331881469
0.3,0.4,0.0,0.691331881469
0.5,0.7,0.0,0.691331881469
0.6,0.9,0.0,0.691331881469
0.7,1.0,0.0,0.691331881469
0.7,1.0,0.1,0.691331881469
0.7,0.8,0.2,1.0
0.4,0.4,0.1,1.0
