0.2,0.7,0.3,1.0,0.6,0.4956553484981452,0.8458681020614546
0.4,1.0,0.3,1.0,0.1,0.4956553484981452,0.8458353228081427
0.3,1.0,0.3,1.0,0.7,0.4956553484981452,0.8458248568374953
0.3,1.0,0.3,1.0,0.3,0.4956553484981452,0.8458248568374953
0.3,0.8,0.3,0.9,0.7,0.4956553484981452,0.8458248568374953
0.2,0.4,0.3,1.0,0.3,0.4956553484981452,0.8458224386311
0.2,0.3,0.3,1.0,0.2,0.4956553484981452,0.8458224386311
0.2,0.2,0.3,0.9,0.0,0.4956553484981452,0.8453386751526833
0.0,1.0,0.3,1.0,0.3,0.4956553484981452,0.8453386751526833
0.3,0.2,0.3,0.9,0.1,0.4956553484981452,0.8449007675760739
0.3,0.7,0.3,0.9,0.7,0.4956553484981452,0.8448575223521145
0.3,0.1,0.3,0.6,0.2,0.4956553484981452,0.8448575223521145
0.3,1.0,0.3,0.9,0.7,0.4956553484981452,0.8448551041457192
0.3,0.8,0.3,1.0,0.5,0.4956553484981452,0.8448551041457192
0.3,0.8,0.3,1.0,0.0,0.4956553484981452,0.8448551041457192
0.3,0.8,0.3,0.9,0.3,0.4956553484981452,0.8448551041457192
0.4,0.1,0.3,0.6,0.0,0.4956553484981452,0.8438877696603384
0.0,0.8,0.3,1.0,0.0,0.4956553484981452,0.8438877696603384
0.4,0.1,0.3,1.0,0.4,0.4956553484981452,0.8426732487638522
0.6,0.0,0.3,0.8,0.0,0.4956554626418333,0.8460055578855754
0.8,0.0,0.3,1.0,0.0,0.4956554626418333,0.8453899713270518
0.4,0.5,0.3,0.9,0.3,0.49655028132613366,0.8458224386311
0.2,0.8,0.3,1.0,0.3,0.49655028132613366,0.8458224386311
0.0,0.4,0.3,1.0,0.2,0.49655028132613366,0.8448551041457193
0.2,0.7,0.3,0.9,0.1,0.49655028132613366,0.8438877696603384
0.2,0.4,0.3,0.9,0.4,0.49655028132613366,0.8438877696603384
0.1,0.4,0.3,0.9,0.4,0.49655028132613366,0.8438877696603384
0.0,0.2,0.3,0.9,0.4,0.4976533539398787,0.8438982356309858
0.1,0.3,0.3,0.9,0.5,0.49907500272704,0.8448575223521145
0.2,0.3,0.3,0.7,0.3,0.49907500272704,0.8448551041457192
0.2,0.0,0.3,0.9,0.3,0.49907500272704,0.8447207612119616
0.3,0.5,0.3,1.0,0.3,0.49907500272704,0.8438877696603384
0.2,0.9,0.3,0.9,0.1,0.49996993555502844,0.8458248568374954
0.1,0.4,0.3,1.0,0.1,0.49996993555502844,0.8458224386311
0.1,0.8,0.3,0.9,0.2,0.49996993555502844,0.8443713406673025
0.1,0.5,0.3,0.9,0.1,0.49996993555502844,0.8443713406673025
0.1,0.3,0.3,1.0,0.2,0.5010730081687734,0.8458224386311
0.0,0.3,0.3,1.0,0.0,0.5010730081687734,0.8453386751526833
0.3,0.2,0.3,1.0,0.4,0.5010730081687734,0.8439630213204617
0.0,0.5,0.3,1.0,0.1,0.5010730081687734,0.8438877696603384
0.2,0.8,0.3,0.9,0.6,0.5030701713220859,0.8449007675760739
0.2,0.8,0.3,0.7,0.4,0.5030701713220859,0.8449007675760739
0.7,0.0,0.3,1.0,0.1,0.5035915671201018,0.8458911527091908
1.0,0.0,0.3,1.0,0.0,0.5035915671201018,0.8453899389579462
0.7,0.3,0.3,1.0,0.0,0.5035915671201018,0.8453410933590786
0.8,0.5,0.3,1.0,0.0,0.5035915671201018,0.8453386751526833
0.7,0.0,0.3,1.0,0.2,0.5035915671201018,0.84492381822381
0.4,0.1,0.3,0.9,0.1,0.5035915671201018,0.8448551041457192
0.7,0.3,0.3,0.9,0.3,0.5035915671201018,0.8442562021768619
0.7,0.0,0.3,1.0,0.3,0.5035915671201018,0.8410065717231161
0.3,0.1,0.3,0.7,0.2,0.5035915671201019,0.8460164285468813
0.2,0.6,0.3,0.8,0.5,0.5035915671201019,0.8458681020614546
0.1,0.5,0.3,0.8,0.0,0.5035915671201019,0.8458329046017473
0.1,0.5,0.3,0.6,0.0,0.5035915671201019,0.8458329046017473
0.7,0.4,0.3,1.0,0.1,0.5035915671201019,0.8458248568374954
0.0,1.0,0.3,0.9,0.2,0.5035915671201019,0.8458248568374953
0.0,0.7,0.3,0.9,0.2,0.5035915671201019,0.8458224386311
0.0,0.7,0.3,0.7,0.2,0.5035915671201019,0.8458224386311
0.6,0.3,0.3,0.9,0.1,0.5035915671201019,0.8458224386311
0.2,0.6,0.3,0.8,0.3,0.5035915671201019,0.8458224386311
0.7,0.1,0.3,0.9,0.1,0.5035915671201019,0.8455394371514392
0.1,0.9,0.3,0.9,0.1,0.5035915671201019,0.8453410933590786
0.1,0.9,0.3,0.7,0.1,0.5035915671201019,0.8453410933590786
0.2,0.7,0.3,0.7,0.5,0.5035915671201019,0.8449007675760739
0.3,0.7,0.3,0.9,0.5,0.5035915671201019,0.8448551041457193
0.3,0.7,0.3,0.9,0.1,0.5035915671201019,0.8448551041457193
0.3,0.8,0.3,0.7,0.5,0.5035915671201019,0.8448551041457192
0.3,0.8,0.3,0.7,0.1,0.5035915671201019,0.8448551041457192
0.1,0.0,0.3,1.0,0.3,0.5035915671201019,0.8447207612119616
0.1,0.0,0.3,0.8,0.3,0.5035915671201019,0.8447207612119616
0.2,0.0,0.3,0.6,0.4,0.5035915671201019,0.844566751241279
0.4,0.6,0.3,1.0,0.1,0.5035915671201019,0.8443713406673025
0.3,0.2,0.3,0.9,0.4,0.5035915671201019,0.8439630213204617
0.0,0.7,0.3,1.0,0.1,0.5035915671201019,0.8438877696603384
0.0,0.7,0.3,0.8,0.1,0.5035915671201019,0.8438877696603384
0.4,0.3,0.3,0.8,0.0,0.5035915671201019,0.8438877696603384
0.4,0.3,0.3,0.6,0.0,0.5035915671201019,0.8438877696603384
0.0,0.4,0.3,0.8,0.0,0.5035915671201019,0.8438877696603384
0.1,0.3,0.3,0.5,0.3,0.5035915671201019,0.8438877696603384
0.1,0.3,0.3,0.3,0.1,0.5035915671201019,0.8438877696603384
0.1,0.2,0.3,0.7,0.2,0.5035915671201019,0.8438877696603384
0.1,0.2,0.3,0.3,0.2,0.5035915671201019,0.8438877696603384
0.1,0.1,0.3,0.8,0.2,0.5035915671201019,0.8438877696603384
0.0,0.8,0.3,0.8,0.0,0.5035915671201019,0.8438877696603384
0.7,0.2,0.3,0.9,0.6,0.5035915671201019,0.8425192387931695
